date;STXE 600;STXE 600 Banks € Pr;STXE 600 HealthCare € Pr;STXE 600 InduGd&Ser € Pr;STXE 600 Per&HouGds € Pr;STXE 600 Insurance € Pr;STXE 600 Food&Bevrg € Pr;STXE 600 Technology € Pr;STXE 600 Oil&Gas € Pr;STXE 600 Chemicals € Pr;STXE 600 Utilities € Pr;STXE 600 Auto&Parts € Pr;STXE 600 Telcomm € Pr;STXE 600 BasicResou € Pr;STXE 600 Constr&Mtr € Pr;STXE 600 Retail € Pr;STXE 600 Media € Pr;STXE 600 FinanServc € Pr;STXE 600 Trav&Leisr € Pr;STXE 600 RealEstate € Pr
30/07/2010;0,0505;0,1472;-0,0528;0,0398;0,0115;0,0817;-0,011;0,0009;0,0801;0,014;0,0568;0,0465;0,0782;0,0757;0,023;0,0315;0,0674;0,0573;0,0495;0,0877
31/08/2010;-0,0137;-0,0505;0,0576;-0,0327;-0,0023;-0,0428;0,0217;-0,0602;-0,0207;-0,0043;-0,0055;-0,0399;0,0317;-0,026;-0,0787;0,0193;-0,0203;-0,0303;-0,024;0,0009
30/09/2010;0,0346;-0,0031;0,0012;0,0773;0,07;0,0346;0,0067;0,0852;0,0471;0,0772;-0,002;0,1667;-0,0088;0,0777;0,0645;0,0459;0,0293;0,0518;0,0413;0,0601
29/10/2010;0,0248;-0,003;0,0047;0,0269;0,0064;0,0308;0,0096;0,023;0,0235;0,0696;0,0569;0,0584;0,0581;0,0455;0,0194;0,0055;0,0248;0,0445;0,0495;0,0415
30/11/2010;-0,0132;-0,0902;-0,0002;0,027;0,0236;-0,0733;0,0211;-0,012;0,0021;0,033;-0,0486;0,0654;-0,0425;0,0502;0,0244;-0,0128;-0,0315;-0,0013;0,0269;-0,064
31/12/2010;0,0542;0,0359;0,0293;0,0729;0,0424;0,0804;0,0516;0,0829;0,0853;0,0512;0,0438;0,0411;0,0125;0,116;0,0998;-0,0135;0,0591;0,076;0,0364;0,0789
31/01/2011;0,0164;0,0876;-0,016;0,0093;-0,0475;0,0987;-0,0579;0,0604;0,0463;-0,0363;0,0399;0,0163;0,0374;-0,0517;0,0092;-0,0076;0,021;0,0312;-0,0111;-0,0169
28/02/2011;0,0253;0,0267;0,034;0,0141;0,0348;0,0444;0,0197;0,0233;0,0428;0,0345;0,0216;-0,004;0,0124;0,0289;0,0257;-0,0052;0,0278;0,0055;-0,0094;0,0638
31/03/2011;-0,034;-0,086;-0,035;-0,0089;-0,0226;-0,0508;-0,0027;-0,0276;-0,0317;-0,005;-0,0329;-0,0345;-0,0129;-0,0273;0,0026;-0,057;-0,0451;-0,0237;-0,0487;-0,0083
29/04/2011;0,0345;0,021;0,056;0,0427;0,0413;0,0422;0,0451;0,028;0,0032;0,0972;0,0341;0,1018;-0,0033;-0,0008;0,0382;0,0664;0,017;0,0315;0,0277;0,0384
31/05/2011;0,0009;-0,0214;0,0766;-0,0072;0,0365;-0,0292;0,0434;-0,0278;-0,0227;-0,006;-0,0215;-0,0301;-0,0044;-0,0258;-0,0261;0,0441;0;0,0004;0,0115;0,0359
30/06/2011;-0,0268;-0,0527;-0,0348;-0,0246;-0,021;-0,0187;-0,0276;-0,0327;-0,0318;-0,0097;-0,0208;0,0782;-0,0147;-0,0135;-0,0267;-0,0668;-0,0097;-0,0523;-0,0218;-0,0186
29/07/2011;-0,0267;-0,0666;0,0242;-0,0561;0,0218;-0,0654;0,0068;-0,0618;0,0014;-0,0252;-0,0405;-0,0387;0,0107;-0,0341;-0,0795;-0,0245;-0,0565;-0,0173;-0,0395;-0,0166
31/08/2011;-0,1026;-0,1706;-0,0563;-0,1148;-0,071;-0,1229;-0,0311;-0,066;-0,0997;-0,1427;-0,0982;-0,2093;-0,0808;-0,1303;-0,1062;-0,0676;-0,0658;-0,1054;-0,0918;-0,0858
30/09/2011;-0,0456;-0,0641;0,0078;-0,0863;-0,0454;-0,0476;-0,016;-0,036;-0,0235;-0,0899;0,0211;-0,1281;0,0135;-0,1747;-0,0931;0,005;-0,0455;-0,0959;-0,0313;-0,088
31/10/2011;0,0772;0,0628;0,0173;0,0943;0,095;0,1103;0,0422;0,0993;0,1361;0,1285;0,01;0,1575;0,0417;0,1395;0,1168;0,0681;0,0662;0,0634;0,068;0,0699
30/11/2011;-0,0103;-0,0801;0,0104;-0,0052;0,0045;-0,0481;0,0209;-0,0241;0,0106;0,0017;0,0024;-0,0561;0,0101;0,0031;-0,0462;0,0113;0,0134;-0,0089;-0,007;-0,0385
30/12/2011;0,0193;0,0189;0,0763;0,013;0,0208;-0,0004;0,0472;-0,0339;0,04;0,003;-0,0213;-0,0453;0,0071;-0,0111;0,0224;0,0069;0,0179;-0,022;0,0226;-0,0093
31/01/2012;0,0418;0,0979;-0,0138;0,0772;0,036;0,1055;-0,0084;0,0472;0,0186;0,0674;-0,0016;0,2086;-0,026;0,1414;0,0662;-0,038;0,0205;0,0722;0,0521;0,0547
29/02/2012;0,042;0,0635;0,0135;0,0563;0,0638;0,0402;0,0474;0,0718;0,0481;0,0725;0,0226;0,07;0,0061;0,0042;0,0678;0,0377;0,0301;0,0562;0,0223;0,0026
30/03/2012;-0,0001;-0,0249;0,0216;0,0035;0,0226;0,0164;0,0271;0,0303;-0,0365;0,013;0,0074;-0,0116;0,0068;-0,08;-0,0201;0,0267;-0,0009;0,0306;0,0499;0,0485
30/04/2012;-0,0158;-0,0783;0,0233;-0,0087;0,0129;-0,0512;0,0235;-0,0666;-0,0151;-0,0007;-0,0301;0,0031;-0,0358;0,0303;-0,0547;-0,0324;-0,0075;-0,041;0,0001;-0,0074
31/05/2012;-0,0584;-0,1122;-0,0097;-0,0692;-0,031;-0,0873;-0,0108;-0,0498;-0,0824;-0,053;-0,0445;-0,0977;-0,0184;-0,1541;-0,0757;-0,0272;-0,0437;-0,085;-0,0294;-0,0043
29/06/2012;0,051;0,1007;0,0481;0,0185;0,0144;0,1039;0,0411;0,0046;0,0501;0,0192;0,0954;-0,0308;0,0786;0,0299;0,0854;0,0571;0,0616;0,0712;0,0481;0,0477
31/07/2012;0,0417;-0,0074;0,0687;0,0575;0,0622;0,0269;0,0619;0,0893;0,04;0,0618;-0,0189;0,1042;0,013;0,0315;-0,0095;0,0433;0,0524;0,0327;0,0529;0,0688
31/08/2012;0,0213;0,0741;-0,0112;0,0195;0,0111;0,0682;0,001;0,0052;0,0346;0,0196;0,042;-0,0077;0,0228;-0,0087;0,0143;0,0276;0,0371;0,0095;0,0067;-0,007
28/09/2012;0,0102;0,0498;0,0089;0,0155;-0,0379;0,0225;-0,0036;-0,0051;-0,0103;0,0503;0,0142;-0,003;-0,006;0,0374;0,0202;-0,0117;0,0066;0,043;0,0118;-0,0071
31/10/2012;0,0079;0,048;-0,0093;0,0134;0,0164;0,0406;0,0002;0,0103;-0,0107;-0,0181;0,0077;0,0223;-0,058;0,0184;0,0141;0,02;-0,0059;-0,0028;0,0138;0,0499
30/11/2012;0,0222;0,0363;0,0076;0,034;0,0694;0,0356;0,0384;0,0802;-0,0182;0,046;-0,0479;0,0657;-0,0105;-0,0164;0,0252;0,0066;0,0357;0,0139;0,0584;0,0156
31/12/2012;0,015;0,0221;0,0089;0,0197;-0,0115;0,0286;-0,0114;0,0212;-0,0098;0,0221;0,0176;0,0529;-0,0095;0,068;0,0624;0,0177;0,0228;0,0587;0,0269;0,0112
31/01/2013;0,0282;0,0878;0,0367;0,0204;0,0175;0,0213;0,0284;0,0531;0,0161;0,0162;-0,0234;0,0338;0,0434;-0,0259;0,0047;0,0132;0,0117;0,0488;0,0421;-0,0294
28/02/2013;0,0118;-0,0207;0,0413;0,044;0,0265;-0,0087;0,0488;0,0231;-0,0257;0,009;-0,0085;0,0109;-0,0465;-0,0226;0,0462;0,0239;0,0386;0,0507;0,0341;0,0191
29/03/2013;0,017;-0,05;0,0614;0,0198;0,0537;0,0195;0,0555;0,0068;0,0131;0,0031;0,0205;-0,0465;0,071;-0,0668;0,0018;0,034;0,0424;0,0113;0,0358;0,0103
30/04/2013;0,0173;0,0544;0,029;-0,015;0,0097;0,0566;-0,0149;0,0067;0,0029;0,0216;0,0692;0,0298;0,0418;-0,0632;-0,0001;0,0187;0,005;0,03;-0,0138;0,0557
31/05/2013;0,0221;0,0444;0,0051;0,041;0,0277;0,0427;-0,0286;0,0191;0,0229;0,0339;-0,0059;0,1347;-0,014;0,0163;0,0493;0,0159;0,0179;0,0372;0,041;0,0113
28/06/2013;-0,0504;-0,0975;-0,0263;-0,0536;-0,0453;-0,0394;-0,0317;-0,0316;-0,0607;-0,0477;-0,0419;-0,0616;-0,0105;-0,126;-0,0579;-0,0547;0,0028;-0,0616;-0,0072;-0,0589
31/07/2013;0,0522;0,0979;0,0096;0,0635;0,0333;0,0672;0,0254;0,0416;0,0375;0,0255;0,0402;0,1255;0,0487;0,084;0,068;0,0843;0,0834;0,073;0,0388;0,0414
30/08/2013;-0,005;-0,0037;-0,0075;-0,0046;-0,0249;-0,0303;-0,0217;0,0066;0,0239;-0,0092;-0,011;-0,0247;0,0256;0,0546;-0,0188;0,0022;-0,0102;-0,006;-0,0278;-0,0411
30/09/2013;0,0454;0,0472;0,0201;0,0623;0,0424;0,0433;0,0257;0,0866;0,0038;0,0365;0,0604;0,0854;0,0856;0,0386;0,0785;0,0588;0,0583;0,0538;0,0216;0,0538
31/10/2013;0,0393;0,0607;0,0257;0,0255;0,0228;0,0824;0,021;0,0051;0,0501;0,0232;0,0351;0,0461;0,0674;0,0283;0,0466;0,0321;0,0577;0,0465;0,0309;0,0399
29/11/2013;0,0105;0,0035;0,0241;0,012;0,0018;0,0184;-0,0008;0,0344;-0,0072;0,0341;0,0075;0,0355;0,0058;-0,0176;0,0046;0,0002;0,0143;0,0179;0,0384;0
31/12/2013;0,0105;0,0015;0,0038;0,0221;-0,0016;0,027;0,0055;0,0108;0,0097;0,015;-0,003;0,0087;0,0214;0,0056;0,0178;-0,0106;0,0229;0,0473;0,0436;-0,008
31/01/2014;-0,0164;0,014;0,0136;-0,0199;-0,0439;-0,0296;-0,039;-0,0472;-0,0501;-0,0424;0,003;-0,0075;-0,0121;0,0001;-0,0002;-0,0303;-0,0211;-0,0427;0,0051;0,0132
28/02/2014;0,0503;0,034;0,0729;0,032;0,0632;0,0487;0,0415;0,0444;0,0657;0,0498;0,0666;0,0738;0,0264;0,0479;0,0766;0,0305;0,035;0,0613;0,0757;0,0669
31/03/2014;-0,0073;-0,0068;-0,0169;-0,0034;-0,0123;-0,0231;0,0066;0,0044;0,0004;-0,0149;0,034;0,0118;-0,0237;-0,022;0,021;-0,0204;-0,0297;-0,0008;-0,0254;-0,0257
30/04/2014;0,0163;0,0033;0,0292;-0,0056;0,0286;0,0206;0,0338;-0,0396;0,0657;0,0259;0,0004;0,0039;0,0258;0,0151;0,0333;-0,0002;-0,0138;0,0006;-0,0074;0,032
30/05/2014;0,0272;0,0185;0,0166;0,0254;0,0438;0,027;0,0392;0,0413;0,02;0,0423;0,0516;0,0309;0,0251;-0,0172;-0,0077;0,0211;0,044;0,0502;0,0492;0,0524
30/06/2014;-0,0048;-0,0498;0,0265;-0,0186;-0,0102;-0,0117;0,0031;-0,0113;0,0341;-0,0102;0,0224;-0,0211;-0,0019;0,0165;-0,007;-0,0075;-0,0122;0,0049;-0,0206;0,0117
31/07/2014;-0,0161;0,0094;-0,0034;-0,0306;-0,0284;-0,004;-0,0255;0,0206;-0,0556;-0,0386;-0,0057;-0,0678;-0,01;0,0766;-0,0541;-0,0412;-0,0095;-0,0288;-0,0204;-0,0086
29/08/2014;0,0205;0,0202;0,0346;0,0218;0,0174;0,0343;0,0412;0,0282;0,0182;0,0173;0,005;-0,0027;0,0063;-0,0259;0,0083;0,0086;0,0309;0,0221;0,0153;0,0294
30/09/2014;0,0042;0,0152;0,0514;-0,0089;-0,0026;0,0242;0,003;0,0069;-0,0116;0,0009;0,0199;-0,0453;0,0129;-0,0461;-0,0338;-0,0407;0,0006;-0,0207;0,0237;-0,0218
31/10/2014;-0,0172;-0,0252;-0,035;-0,0155;0,0136;-0,0008;0,0028;-0,0359;-0,086;-0,005;-0,0076;0,015;0,0067;-0,0428;-0,0036;-0,0177;0,0017;0,0182;0,0046;0,0332
28/11/2014;0,0328;0,0125;0,0385;0,0265;0,0671;0,0465;0,049;0,0591;-0,0724;0,0547;0,0121;0,085;0,0916;-0,013;0,0426;0,0665;0,0656;0,0545;0,076;0,0365
31/12/2014;-0,0126;-0,0407;-0,0242;0,0029;-0,0131;0,0007;-0,0171;0,0306;-0,0298;-0,0129;-0,0214;-0,0007;-0,0252;-0,0178;0,004;0,0252;0,0143;0,0146;0,0389;0,0035
30/01/2015;0,0726;-0,0053;0,0987;0,0715;0,1081;0,0924;0,113;0,0472;0,0265;0,1064;0,0472;0,1451;0,1005;0,014;0,0696;0,0881;0,0887;0,0736;0,0859;0,1419
27/02/2015;0,07;0,1022;0,0558;0,0844;0,0627;0,0441;0,0397;0,0798;0,1058;0,0574;0,0059;0,0978;0,0486;0,1299;0,1061;0,0734;0,0613;0,097;0,0387;0,0486
31/03/2015;0,0179;0,048;0,0493;0,0154;-0,0093;0,051;-0,0087;0,0205;-0,0429;0,0422;-0,0218;0,0486;-0,0052;-0,0594;0,0121;0,0141;0,0278;0,0242;0,0385;-0,0014
30/04/2015;0,0015;0,0086;-0,008;-0,0016;0,0169;-0,0436;-0,0023;-0,0238;0,1015;-0,0386;0,0157;-0,0205;0,0187;0,0377;0,0016;-0,0269;0,0015;0,013;-0,0215;-0,0217
29/05/2015;0,0178;0,0226;0,0181;0,0141;0,0286;0,0147;0,0161;0,055;-0,0227;0,0379;0,0348;0,0028;0,0265;-0,0113;0,0129;0,0299;0,0182;0,0268;0,0348;-0,0081
30/06/2015;-0,0444;-0,029;-0,0494;-0,0553;-0,0415;-0,035;-0,0446;-0,0727;-0,0543;-0,0436;-0,0638;-0,0389;-0,0173;-0,0795;-0,0402;-0,0258;-0,0276;-0,0418;-0,0428;-0,0476
31/07/2015;0,0402;0,0429;0,0771;0,0293;0,0863;0,0511;0,035;0,0253;-0,009;0,0349;0,0416;-0,0466;0,0498;-0,0652;0,0534;0,0488;0,0476;0,0482;0,0269;0,0745
31/08/2015;-0,0822;-0,0983;-0,0773;-0,0734;-0,0955;-0,0715;-0,0677;-0,092;-0,0974;-0,1038;-0,073;-0,0956;-0,0805;-0,0985;-0,0466;-0,0698;-0,0805;-0,081;-0,0455;-0,0363
30/09/2015;-0,0404;-0,0719;-0,0384;-0,0618;0,0212;-0,0332;0,0273;-0,0066;-0,0602;-0,0527;-0,0244;-0,1163;-0,0612;-0,1488;-0,0646;-0,0345;-0,0065;-0,0254;0,0069;0,0002
30/10/2015;0,0809;0,0431;0,0555;0,0825;0,0889;0,1048;0,0912;0,1075;0,1166;0,0851;0,0777;0,1786;0,082;0,1261;0,0743;0,0845;0,0463;0,1014;0,0686;0,0778
30/11/2015;0,0283;0,0073;0,0173;0,0606;0,0008;0,0519;0,0431;0,0613;0,0409;0,0453;0,0039;0,0832;0,0395;-0,0646;0,0539;0,0118;0,0222;0,0284;0,015;-0,0199
31/12/2015;-0,0501;-0,0544;-0,0192;-0,0656;-0,045;-0,0389;-0,0446;-0,0331;-0,1015;-0,0751;-0,0269;-0,0478;-0,0622;-0,1204;-0,0392;-0,0744;-0,0345;-0,0416;0,0092;-0,0454
29/01/2016;-0,0635;-0,1451;-0,0675;-0,0542;-0,008;-0,0944;-0,0074;-0,033;-0,0167;-0,0941;-0,014;-0,1627;-0,0283;-0,1202;-0,0334;-0,0371;-0,0364;-0,1095;-0,0724;-0,0476
29/02/2016;-0,0213;-0,0499;-0,0261;0,0032;-0,0093;-0,0639;-0,0383;-0,045;0,0177;-0,0028;-0,0587;-0,004;-0,0361;0,1779;-0,0156;-0,0219;-0,0014;-0,0186;0,0291;-0,0377
31/03/2016;0,0149;-0,0144;-0,0206;0,0438;0,0147;0,0309;0,0141;0,0257;0,0048;0,0479;0,0252;0,0645;0,0015;0,0638;0,0427;-0,0009;0,0082;0,0317;-0,0323;0,0663
29/04/2016;0,0186;0,0627;0,0287;0,0109;0,0027;0,0063;0;-0,0456;0,0836;0,017;0,033;-0,0045;-0,0199;0,1395;0,0241;-0,0079;-0,0177;0,0086;-0,0294;0,0029
31/05/2016;0,0266;0,0144;0,0544;0,0348;0,0377;0,0553;0,0348;0,0517;-0,0106;-0,0254;0,008;0,0125;0,0423;-0,0951;0,0166;0,0227;0,0257;0,045;0,0677;0,0321
30/06/2016;-0,0477;-0,1763;0,0094;-0,0584;-0,004;-0,1298;0,0099;-0,0338;0,0505;-0,0124;0,0167;-0,1343;-0,064;0,061;-0,0702;-0,0758;-0,074;-0,1055;-0,1309;-0,058
29/07/2016;0,0372;0,063;0,0226;0,0556;0,0117;0,014;0,0203;0,1261;-0,0325;0,0435;0,0189;0,1324;-0,0063;0,1013;0,0721;0,0329;0,0427;0,0586;0,0591;0,0654
31/08/2016;0,0076;0,0868;-0,0533;0,0288;-0,0042;0,0382;-0,0101;-0,002;0,0191;0,0488;-0,0459;0,0099;-0,0041;-0,0499;0,0421;0,0206;-0,0028;0,0199;0,0053;-0,0033
30/09/2016;-0,0009;-0,0273;-0,0081;-0,002;0,0036;0,0064;0,0033;0,0253;0,0085;-0,0108;0,0072;0,0001;-0,0146;0,1052;0,0064;-0,0093;0,005;-0,0005;-0,0087;-0,0251
31/10/2016;-0,0102;0,0882;-0,0634;-0,0228;-0,0298;0,0269;-0,0601;-0,066;0,0275;-0,0009;-0,0207;0,0288;-0,0111;0,0548;-0,0134;0,0083;-0,0442;-0,0051;-0,0304;-0,0716
30/11/2016;0,0107;0,0412;0,0109;0,0324;-0,0091;0,0634;-0,0367;0,0041;0,0274;0,0019;-0,0699;-0,0096;-0,0468;0,1024;0,0101;0,0054;-0,0092;0,0267;0,0249;-0,017
30/12/2016;0,0577;0,0768;0,0468;0,0438;0,0455;0,058;0,0452;0,0649;0,0943;0,0655;0,0641;0,0989;0,0679;0,0241;0,0387;0,025;0,0754;0,0265;0,0564;0,0557
31/01/2017;-0,0031;0,0183;-0,0115;0,0076;0,0119;-0,0177;-0,0131;0,0114;-0,0452;0,0089;-0,0363;0,0072;-0,0347;0,0853;0,0042;-0,0227;-0,0295;0,0297;-0,0171;-0,0396
28/02/2017;0,0307;-0,0144;0,0705;0,0385;0,0644;0,0145;0,0511;0,064;0,0049;0,0094;0,0486;0,0115;0,0363;-0,0017;0,0359;-0,0022;0,0307;0,0174;0,0492;0,0496
31/03/2017;0,0344;0,0599;0,0212;0,0349;0,0444;0,0366;0,0154;0,0524;0,0215;0,0394;0,054;0,0386;0,0356;-0,0168;0,0461;0,0223;0,0251;0,0379;0,0196;0,0055
28/04/2017;0,0209;0,0312;0,0141;0,0498;0,0315;0,0181;0,0177;0,0139;-0,0104;0,0281;-0,0144;0,0225;-0,0211;-0,0217;0,0327;0,0341;0,0071;0,065;0,0587;0,0377
31/05/2017;0,0163;-0,0077;0,0341;-0,0011;0,0188;0,0073;0,0452;0,0365;0;0,0099;0,0931;-0,0389;0,0621;-0,0434;-0,0009;0,0187;0,0189;0,0155;0,0366;0,0227
30/06/2017;-0,0248;0,0105;-0,0325;-0,0168;-0,0411;0,0025;-0,0234;-0,0426;-0,0569;-0,0232;-0,0457;-0,0196;-0,0541;-0,0021;-0,0311;-0,0618;-0,032;-0,0087;-0,0236;-0,0274
31/07/2017;-0,0034;0,0273;-0,0373;-0,0171;-0,0252;0,0333;-0,0038;0,0119;0,0119;-0,0244;0,0039;-0,0162;0,0249;0,0821;-0,0141;-0,0094;-0,0232;0,001;-0,0372;-0,0116
31/08/2017;-0,0078;-0,0319;-0,001;-0,0023;0,0053;-0,0278;0,009;-0,0076;-0,0127;-0,0033;0,0391;0,0145;-0,0274;0,0383;-0,0038;-0,0378;-0,0534;-0,0198;-0,0155;0,003
29/09/2017;0,0391;0,0482;0,0274;0,0641;0,0127;0,0323;0;0,0498;0,082;0,0841;-0,0022;0,1081;0,0006;-0,0124;0,0494;0,0509;0,0435;0,0442;0,0227;0,0081
31/10/2017;0,0193;-0,013;-0,015;0,035;0,0301;0,0297;0,0383;0,0502;0,0471;0,0239;0,0286;0,036;-0,0014;0,0511;0,0075;0,0156;0,0102;0,0153;0,0489;0,0109
30/11/2017;-0,02;-0,0207;-0,0184;-0,0282;-0,0379;-0,0125;-0,012;-0,0309;-0,0247;-0,016;-0,0116;0;-0,0173;-0,0357;-0,0256;-0,0124;0,0001;-0,0143;-0,0217;0,0052
29/12/2017;0,0074;0,0092;0,0026;0,0008;0,0088;-0,003;0,0049;-0,0095;0,0179;-0,0031;-0,0378;-0,0006;0,0083;0,0989;0,0041;0,0075;0,0123;0,0098;0,0469;0,046
31/01/2018;0,0167;0,0503;-0,0012;0,0346;-0,0056;0,036;-0,0292;0,0257;0,0121;0,0275;-0,0198;0,08;-0,0114;0,0298;0,0199;0,01;-0,0038;0,0496;-0,0091;-0,0145
28/02/2018;-0,0379;-0,0341;-0,0476;-0,0387;-0,064;-0,0176;-0,0354;-0,0094;-0,0334;-0,0386;-0,048;-0,0502;-0,0508;-0,0337;-0,0428;-0,032;0,0042;-0,0304;-0,0083;-0,0576
30/03/2018;-0,0188;-0,0624;0,0043;-0,0255;0,0201;-0,0318;-0,0024;-0,0357;-0,0098;-0,0453;0,0484;-0,0059;-0,0257;-0,0318;-0,0269;-0,0345;-0,0438;-0,0173;-0,0497;0,0422
30/04/2018;0,0463;0,0366;0,0232;0,0325;0,0442;0,0655;0,0197;0,047;0,1228;0,0425;0,058;0,0183;0,0756;0,0518;0,0406;0,0936;0,0721;0,0347;0,0348;0,042
31/05/2018;0,0026;-0,0809;0,0334;0,0287;0,0137;-0,0457;0,0168;0,0533;0,029;0,0279;-0,025;-0,0249;-0,0663;0,0603;0,0174;0,0327;0,0161;0,0055;0,0461;0,0034
29/06/2018;-0,0058;-0,0057;0,0071;-0,0064;-0,0132;-0,014;0,0098;0,0029;0,0076;-0,0008;0,0189;-0,0921;-0,0016;-0,0384;-0,0271;0,0211;0,0095;-0,0184;-0,0345;0,0032
31/07/2018;0,0314;0,0437;0,0634;0,0357;0,0327;0,0422;0,025;0,0103;0,0242;0,0353;0,0238;0,0399;0,0346;-0,0153;0,0129;0,0029;0,0138;0,0006;0,0098;0,0121
31/08/2018;-0,0212;-0,0766;-0,007;-0,0015;-0,0129;-0,0148;0,0026;0,0113;-0,022;-0,0188;-0,0324;-0,0559;-0,0672;-0,0607;-0,0066;-0,0348;0,0214;0,0179;-0,0146;0,003
28/09/2018;0,0032;0,015;-0,0016;-0,0024;-0,0133;0,035;-0,0121;-0,0294;0,0517;0,0002;-0,0068;-0,0047;0,0023;0,0471;-0,0076;-0,0137;-0,0147;-0,0024;-0,0024;-0,0319
31/10/2018;-0,0552;-0,0788;-0,0242;-0,0913;-0,0538;-0,0406;-0,0213;-0,087;-0,0584;-0,0797;-0,019;-0,075;0,0025;-0,0711;-0,076;-0,0449;-0,0456;-0,0734;-0,0814;-0,0384
30/11/2018;-0,0097;-0,0028;0,019;-0,03;-0,0427;-0,002;0,0245;-0,0285;-0,0537;-0,0359;0,0374;-0,0377;0,0919;-0,0772;-0,0219;-0,0006;0,0193;-0,025;0,0162;-0,0047
31/12/2018;-0,0544;-0,0768;-0,0596;-0,0606;-0,0375;-0,063;-0,0605;-0,0474;-0,0544;-0,0455;-0,0007;-0,0721;-0,0556;0,0074;-0,0585;-0,0794;-0,0523;-0,0505;-0,0486;-0,0568
31/01/2019;0,0638;0,049;0,0356;0,0809;0,0582;0,0619;0,0679;0,0694;0,0733;0,0514;0,0828;0,1157;-0,024;0,132;0,0661;0,1149;0,0593;0,0819;0,0667;0,1077
28/02/2019;0,0418;0,0486;0,0512;0,0444;0,0462;0,062;0,0431;0,0553;0,0329;0,064;0,0027;0,017;-0,0001;0,036;0,0726;0,0454;0,0335;0,0172;0,0156;-0,0176
29/03/2019;0,022;-0,0361;0,0405;0,0081;0,0686;-0,0022;0,0618;0,0366;0,0214;0,0102;0,0294;-0,0281;0,048;0,0514;0,0194;0,034;-0,0215;0,0256;-0,0133;0,0472
30/04/2019;0,0389;0,0836;-0,016;0,0823;0,0243;0,0702;0,0313;0,0791;0,0025;0,0486;-0,0034;0,1005;-0,0004;-0,0052;0,0709;0,0264;0,0717;0,0721;0,0233;-0,0098
31/05/2019;-0,0475;-0,1007;-0,0127;-0,0696;-0,0351;-0,04;0,004;-0,0595;-0,0574;-0,0523;-0,0023;-0,1041;-0,0302;-0,0954;-0,0564;-0,0909;-0,0246;-0,0276;-0,0644;-0,0052
28/06/2019;0,0451;0,0159;0,0564;0,0714;0,0363;0,0512;0,0276;0,0619;0,0408;0,0835;0,0393;0,0732;0,0187;0,0946;0,0509;0,0366;0,0184;0,0399;0,0246;-0,0339
31/07/2019;0,0034;-0,0251;0,0203;-0,0048;0,0171;-0,015;0,0457;0,0051;-0,0155;-0,0143;0,0104;-0,0182;0,0072;-0,0435;0,009;0,0052;0,0033;0,0282;0,0375;0,0116
30/08/2019;-0,0132;-0,063;0,0268;-0,018;0,0001;-0,0547;0,0281;-0,043;-0,0572;-0,0102;0,0333;-0,0586;0,0083;-0,0759;-0,0035;0,0026;0,0056;-0,0042;-0,0063;0,0287
30/09/2019;0,0371;0,0897;0,012;0,03;0,0082;0,0821;-0,0114;0,0295;0,0618;0,041;0,0436;0,0609;0,0476;0,0446;0,0472;0,0458;0,0189;0,0649;0,0452;0,0475
31/10/2019;0,0105;0,0215;0,0135;0,0319;-0,0026;0,0228;-0,0557;0,0254;-0,0155;0,0119;0,0024;0,0686;0,0151;0,0122;0,0351;0,0222;-0,0083;-0,002;0,0296;0,0325
29/11/2019;0,0285;0,0258;0,0372;0,0474;0,0394;0,0225;0,0133;0,0579;0,0081;0,0345;-0,0019;0,0105;0,0032;0,0502;0,023;0,0272;0,0027;0,0314;0,0299;0,0184
31/12/2019;0,0214;0,0422;0,0198;0,0172;0,0171;0,0216;0,0082;0,0122;0,018;0,024;0,0373;-0,0197;-0,0407;0,0423;0,0204;0,0662;0,0307;0,0458;0,0286;0,0276
